,year,winner_name,winner_flag,winner_photo,winner_url,climber_name,climber_flag,climber_photo,climber_url,sprinter_flag,sprinter_name,sprinter_photo,sprinter_url,year_url,young_flag,young_name,young_photo,young_url,img_map,winning_team,distance,etapes,speed,winner,etape_moyenne,climber_image,sprinter_image,winner_image,young_image
57,1971,Eddy Merckx,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Eddy_Merckx_Molteni_1973.jpg/260px-Eddy_Merckx_Molteni_1973.jpg,https://fr.wikipedia.org/wiki/Eddy_Merckx,Lucien Van Impe,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/c/c2/Lucien_van_Impe.jpg,https://fr.wikipedia.org/wiki/Lucien_Van_Impe,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Eddy Merckx,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Eddy_Merckx_Molteni_1973.jpg/260px-Eddy_Merckx_Molteni_1973.jpg,https://fr.wikipedia.org/wiki/Eddy_Merckx,https://fr.wikipedia.org/wiki/Tour_de_France_1971,,,,,,Molteni,3608.0,20.0,38.084,Eddy Merckx,180.4,Lucien_Van_Impe.jpeg,Eddy_Merckx.jpeg,Eddy_Merckx.jpeg,
58,1972,Eddy Merckx,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Eddy_Merckx_Molteni_1973.jpg/260px-Eddy_Merckx_Molteni_1973.jpg,https://fr.wikipedia.org/wiki/Eddy_Merckx,Lucien Van Impe,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/c/c2/Lucien_van_Impe.jpg,https://fr.wikipedia.org/wiki/Lucien_Van_Impe,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Eddy Merckx,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Eddy_Merckx_Molteni_1973.jpg/260px-Eddy_Merckx_Molteni_1973.jpg,https://fr.wikipedia.org/wiki/Eddy_Merckx,https://fr.wikipedia.org/wiki/Tour_de_France_1972,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Route_of_the_1972_Tour_de_France.png/260px-Route_of_the_1972_Tour_de_France.png,Molteni,3846.0,20.0,35.514,Eddy Merckx,192.3,Lucien_Van_Impe.jpeg,Eddy_Merckx.jpeg,Eddy_Merckx.jpeg,
59,1973,Luis Ocaña,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Luis_Oca%C3%B1a.jpg/260px-Luis_Oca%C3%B1a.jpg,https://fr.wikipedia.org/wiki/Luis_Oca%C3%B1a,Pedro Torres,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,,https://fr.wikipedia.org/wiki/Pedro_Torres,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Herman Van Springel,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Herman-van-springel-1365564215.jpg/260px-Herman-van-springel-1365564215.jpg,https://fr.wikipedia.org/wiki/Herman_Van_Springel,https://fr.wikipedia.org/wiki/Tour_de_France_1973,,,,,,Bic,4090.0,20.0,33.407,Luis Ocaña,204.5,default.png,Herman_Van_Springel.jpeg,Luis_Ocana.jpeg,
60,1974,Eddy Merckx,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Eddy_Merckx_Molteni_1973.jpg/260px-Eddy_Merckx_Molteni_1973.jpg,https://fr.wikipedia.org/wiki/Eddy_Merckx,Domingo Perurena,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,,https://fr.wikipedia.org/wiki/Domingo_Perurena,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Patrick Sercu,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Patrick_Sercu.jpg/260px-Patrick_Sercu.jpg,https://fr.wikipedia.org/wiki/Patrick_Sercu,https://fr.wikipedia.org/wiki/Tour_de_France_1974,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Route_of_the_1974_Tour_de_France.png/260px-Route_of_the_1974_Tour_de_France.png,Molteni,4098.0,22.0,35.241,Eddy Merckx,186.27,default.png,Patrick_Sercu.jpeg,Eddy_Merckx.jpeg,
61,1975,Bernard Thévenet,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Bernard_Th%C3%A9venet_-_Six_jours_de_Grenoble_2011.jpg/260px-Bernard_Th%C3%A9venet_-_Six_jours_de_Grenoble_2011.jpg,https://fr.wikipedia.org/wiki/Bernard_Th%C3%A9venet,Lucien Van Impe,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/c/c2/Lucien_van_Impe.jpg,https://fr.wikipedia.org/wiki/Lucien_Van_Impe,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Rik Van Linden,,https://fr.wikipedia.org/wiki/Rik_Van_Linden,https://fr.wikipedia.org/wiki/Tour_de_France_1975,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/20px-Flag_of_Italy.svg.png,Francesco Moser,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Francesco_Moser_Giro_2011.jpg/260px-Francesco_Moser_Giro_2011.jpg,https://fr.wikipedia.org/wiki/Francesco_Moser,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Route_of_the_1975_Tour_de_France.png/260px-Route_of_the_1975_Tour_de_France.png,Peugeot,4000.0,22.0,34.906,Bernard Thévenet,181.82,Lucien_Van_Impe.jpeg,default.png,Bernard_Thevenet.jpeg,Francesco_Moser.jpeg
62,1976,Lucien Van Impe,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/c/c2/Lucien_van_Impe.jpg,https://fr.wikipedia.org/wiki/Lucien_Van_Impe,Giancarlo Bellini,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/20px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Giancarlo_Bellini_-_Tour_1976.jpg/260px-Giancarlo_Bellini_-_Tour_1976.jpg,https://fr.wikipedia.org/wiki/Giancarlo_Bellini,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Freddy Maertens,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Freddy_Maertens.jpg/260px-Freddy_Maertens.jpg,https://fr.wikipedia.org/wiki/Freddy_Maertens,https://fr.wikipedia.org/wiki/Tour_de_France_1976,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,Enrique Martínez Heredia,,https://fr.wikipedia.org/wiki/Enrique_Mart%C3%ADnez_Heredia,,Gitane,4017.0,22.0,34.518,Lucien Van Impe,182.59,Giancarlo_Bellini.jpeg,Freddy_Maertens.jpeg,Lucien_Van_Impe.jpeg,default.png
63,1977,Bernard Thévenet,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Bernard_Th%C3%A9venet_-_Six_jours_de_Grenoble_2011.jpg/260px-Bernard_Th%C3%A9venet_-_Six_jours_de_Grenoble_2011.jpg,https://fr.wikipedia.org/wiki/Bernard_Th%C3%A9venet,Lucien Van Impe,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/c/c2/Lucien_van_Impe.jpg,https://fr.wikipedia.org/wiki/Lucien_Van_Impe,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,Jacques Esclassan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Jacques_Esclassan_-_Tour_1976.jpg/260px-Jacques_Esclassan_-_Tour_1976.jpg,https://fr.wikipedia.org/wiki/Jacques_Esclassan,https://fr.wikipedia.org/wiki/Tour_de_France_1977,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Flag_of_Germany.svg/20px-Flag_of_Germany.svg.png,Dietrich Thurau,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Dietrich_Thurau_20060809_006.jpg/260px-Dietrich_Thurau_20060809_006.jpg,https://fr.wikipedia.org/wiki/Dietrich_Thurau,,Peugeot,4096.0,22.0,35.419,Bernard Thévenet,186.18,Lucien_Van_Impe.jpeg,Jacques_Esclassan.jpeg,Bernard_Thevenet.jpeg,Dietrich_Thurau.jpeg
64,1978,Bernard Hinault,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Bernard_Hinault_-_Crit%C3%A9rium_du_Dauphin%C3%A9_2012_-_Prologue_%282%29.jpg/260px-Bernard_Hinault_-_Crit%C3%A9rium_du_Dauphin%C3%A9_2012_-_Prologue_%282%29.jpg,https://fr.wikipedia.org/wiki/Bernard_Hinault,Mariano Martinez,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/f/f6/MARIANO_MARTINEZ_14_07_1980_TOUR_DE_FRANCE.jpg,https://fr.wikipedia.org/wiki/Mariano_Martinez,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Freddy Maertens,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Freddy_Maertens.jpg/260px-Freddy_Maertens.jpg,https://fr.wikipedia.org/wiki/Freddy_Maertens,https://fr.wikipedia.org/wiki/Tour_de_France_1978,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/20px-Flag_of_the_Netherlands.svg.png,Henk Lubberding,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Henk_Lubberding_1977.jpg/260px-Henk_Lubberding_1977.jpg,https://fr.wikipedia.org/wiki/Henk_Lubberding,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Tour_de_France_1978_map-fr.svg/260px-Tour_de_France_1978_map-fr.svg.png,Renault-Gitane,3908.0,22.0,36.084,Bernard Hinault,177.64,Mariano_Martinez.jpeg,Freddy_Maertens.jpeg,Bernard_Hinault.jpeg,Henk_Lubberding.jpeg
65,1979,Bernard Hinault,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Bernard_Hinault_-_Crit%C3%A9rium_du_Dauphin%C3%A9_2012_-_Prologue_%282%29.jpg/260px-Bernard_Hinault_-_Crit%C3%A9rium_du_Dauphin%C3%A9_2012_-_Prologue_%282%29.jpg,https://fr.wikipedia.org/wiki/Bernard_Hinault,Giovanni Battaglin,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/20px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Battaglin.jpg/260px-Battaglin.jpg,https://fr.wikipedia.org/wiki/Giovanni_Battaglin,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,Bernard Hinault,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Bernard_Hinault_-_Crit%C3%A9rium_du_Dauphin%C3%A9_2012_-_Prologue_%282%29.jpg/260px-Bernard_Hinault_-_Crit%C3%A9rium_du_Dauphin%C3%A9_2012_-_Prologue_%282%29.jpg,https://fr.wikipedia.org/wiki/Bernard_Hinault,https://fr.wikipedia.org/wiki/Tour_de_France_1979,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,Jean-René Bernaudeau,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Crit%C3%A9rium_du_Dauphin%C3%A9_2013_-_4e_%C3%A9tape_%28clm%29_-_Bernaudeau_1_%28cropped%29.JPG/260px-Crit%C3%A9rium_du_Dauphin%C3%A9_2013_-_4e_%C3%A9tape_%28clm%29_-_Bernaudeau_1_%28cropped%29.JPG,https://fr.wikipedia.org/wiki/Jean-Ren%C3%A9_Bernaudeau,,Renault-Gitane,3765.0,24.0,36.513,Bernard Hinault,156.88,Giovanni_Battaglin.jpeg,Bernard_Hinault.jpeg,Bernard_Hinault.jpeg,Jean-Rene_Bernaudeau.jpeg
66,1980,Joop Zoetemelk,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/20px-Flag_of_the_Netherlands.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Joop_Zoetemelk_Gitane_1973.jpg/260px-Joop_Zoetemelk_Gitane_1973.jpg,https://fr.wikipedia.org/wiki/Joop_Zoetemelk,Raymond Martin,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Raymond_Martin_-_Tour_1976.jpg/260px-Raymond_Martin_-_Tour_1976.jpg,https://fr.wikipedia.org/wiki/Raymond_Martin_(cyclisme),https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Rudy Pevenage,,https://fr.wikipedia.org/wiki/Rudy_Pevenage,https://fr.wikipedia.org/wiki/Tour_de_France_1980,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/20px-Flag_of_the_Netherlands.svg.png,Johan van der Velde,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Johan_van_de_Velde.jpg/260px-Johan_van_de_Velde.jpg,https://fr.wikipedia.org/wiki/Johan_van_der_Velde,,Ti-Raleigh,3842.0,22.0,35.144,Joop Zoetemelk,174.64,Raymond_Martin.jpeg,default.png,Joop_Zoetemelk.jpeg,Johan_van_der_Velde.jpeg
67,1981,Bernard Hinault,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Bernard_Hinault_-_Crit%C3%A9rium_du_Dauphin%C3%A9_2012_-_Prologue_%282%29.jpg/260px-Bernard_Hinault_-_Crit%C3%A9rium_du_Dauphin%C3%A9_2012_-_Prologue_%282%29.jpg,https://fr.wikipedia.org/wiki/Bernard_Hinault,Lucien Van Impe,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/c/c2/Lucien_van_Impe.jpg,https://fr.wikipedia.org/wiki/Lucien_Van_Impe,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Freddy Maertens,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Freddy_Maertens.jpg/260px-Freddy_Maertens.jpg,https://fr.wikipedia.org/wiki/Freddy_Maertens,https://fr.wikipedia.org/wiki/Tour_de_France_1981,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/20px-Flag_of_the_Netherlands.svg.png,Peter Winnen,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Peter_Winnen.jpg/260px-Peter_Winnen.jpg,https://fr.wikipedia.org/wiki/Peter_Winnen,,Renault-Gitane,3753.0,24.0,38.96,Bernard Hinault,156.38,Lucien_Van_Impe.jpeg,Freddy_Maertens.jpeg,Bernard_Hinault.jpeg,Peter_Winnen.jpeg
68,1982,Bernard Hinault,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Bernard_Hinault_-_Crit%C3%A9rium_du_Dauphin%C3%A9_2012_-_Prologue_%282%29.jpg/260px-Bernard_Hinault_-_Crit%C3%A9rium_du_Dauphin%C3%A9_2012_-_Prologue_%282%29.jpg,https://fr.wikipedia.org/wiki/Bernard_Hinault,Bernard Vallet,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,,https://fr.wikipedia.org/wiki/Bernard_Vallet,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Flag_of_Ireland.svg/20px-Flag_of_Ireland.svg.png,Seán Kelly,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Sean_Kelly%2C_Tour_de_France_2009.jpg/260px-Sean_Kelly%2C_Tour_de_France_2009.jpg,https://fr.wikipedia.org/wiki/Se%C3%A1n_Kelly,https://fr.wikipedia.org/wiki/Tour_de_France_1982,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Flag_of_Australia.svg/20px-Flag_of_Australia.svg.png,Phil Anderson,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Phil_ANDERSON.jpg/260px-Phil_ANDERSON.jpg,https://fr.wikipedia.org/wiki/Phil_Anderson,,Renault-Gitane,3507.0,21.0,38.059,Bernard Hinault,167.0,default.png,Sean_Kelly.jpeg,Bernard_Hinault.jpeg,Phil_Anderson.jpeg
69,1983,Laurent Fignon,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Laurent_FIGNON.jpg/260px-Laurent_FIGNON.jpg,https://fr.wikipedia.org/wiki/Laurent_Fignon,Lucien Van Impe,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/c/c2/Lucien_van_Impe.jpg,https://fr.wikipedia.org/wiki/Lucien_Van_Impe,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Flag_of_Ireland.svg/20px-Flag_of_Ireland.svg.png,Seán Kelly,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Sean_Kelly%2C_Tour_de_France_2009.jpg/260px-Sean_Kelly%2C_Tour_de_France_2009.jpg,https://fr.wikipedia.org/wiki/Se%C3%A1n_Kelly,https://fr.wikipedia.org/wiki/Tour_de_France_1983,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,Laurent Fignon,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Laurent_FIGNON.jpg/260px-Laurent_FIGNON.jpg,https://fr.wikipedia.org/wiki/Laurent_Fignon,,Renault-Gitane,3809.0,22.0,36.23,Laurent Fignon,173.14,Lucien_Van_Impe.jpeg,Sean_Kelly.jpeg,Laurent_Fignon.jpeg,Laurent_Fignon.jpeg
70,1984,Laurent Fignon,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Laurent_FIGNON.jpg/260px-Laurent_FIGNON.jpg,https://fr.wikipedia.org/wiki/Laurent_Fignon,Robert Millar,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_the_United_Kingdom.svg/20px-Flag_of_the_United_Kingdom.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Robert_MILLAR.jpg/260px-Robert_MILLAR.jpg,https://fr.wikipedia.org/wiki/Robert_Millar,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Frank Hoste,,https://fr.wikipedia.org/wiki/Frank_Hoste,https://fr.wikipedia.org/wiki/Tour_de_France_1984,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Flag_of_the_United_States.svg/20px-Flag_of_the_United_States.svg.png,Greg LeMond,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/GL2015.jpg/260px-GL2015.jpg,https://fr.wikipedia.org/wiki/Greg_LeMond,,Renault-Gitane,4021.0,23.0,35.882,Laurent Fignon,174.83,Robert_Millar.jpeg,default.png,Laurent_Fignon.jpeg,Greg_LeMond.jpeg
71,1985,Bernard Hinault,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Bernard_Hinault_-_Crit%C3%A9rium_du_Dauphin%C3%A9_2012_-_Prologue_%282%29.jpg/260px-Bernard_Hinault_-_Crit%C3%A9rium_du_Dauphin%C3%A9_2012_-_Prologue_%282%29.jpg,https://fr.wikipedia.org/wiki/Bernard_Hinault,Luis Herrera,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/20px-Flag_of_Colombia.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Luis_Herrera.jpg/260px-Luis_Herrera.jpg,https://fr.wikipedia.org/wiki/Luis_Herrera,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Flag_of_Ireland.svg/20px-Flag_of_Ireland.svg.png,Seán Kelly,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Sean_Kelly%2C_Tour_de_France_2009.jpg/260px-Sean_Kelly%2C_Tour_de_France_2009.jpg,https://fr.wikipedia.org/wiki/Se%C3%A1n_Kelly,https://fr.wikipedia.org/wiki/Tour_de_France_1985,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/20px-Flag_of_Colombia.svg.png,Fabio Parra,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Fabio_Parra_1989.jpg/260px-Fabio_Parra_1989.jpg,https://fr.wikipedia.org/wiki/Fabio_Parra,,La Vie claire,4109.0,22.0,36.232,Bernard Hinault,186.77,Luis_Herrera.jpeg,Sean_Kelly.jpeg,Bernard_Hinault.jpeg,Fabio_Parra.jpeg
72,1986,Greg LeMond,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Flag_of_the_United_States.svg/20px-Flag_of_the_United_States.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/GL2015.jpg/260px-GL2015.jpg,https://fr.wikipedia.org/wiki/Greg_LeMond,Bernard Hinault,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Bernard_Hinault_-_Crit%C3%A9rium_du_Dauphin%C3%A9_2012_-_Prologue_%282%29.jpg/260px-Bernard_Hinault_-_Crit%C3%A9rium_du_Dauphin%C3%A9_2012_-_Prologue_%282%29.jpg,https://fr.wikipedia.org/wiki/Bernard_Hinault,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Eric Vanderaerden,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Eric_VANDERAERDEN.jpg/260px-Eric_VANDERAERDEN.jpg,https://fr.wikipedia.org/wiki/Eric_Vanderaerden,https://fr.wikipedia.org/wiki/Tour_de_France_1986,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Flag_of_the_United_States.svg/20px-Flag_of_the_United_States.svg.png,Andrew Hampsten,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Andy_HAMPSTEN.jpg/260px-Andy_HAMPSTEN.jpg,https://fr.wikipedia.org/wiki/Andrew_Hampsten,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Tour_de_France_1986.png/260px-Tour_de_France_1986.png,La Vie claire,4094.0,23.0,37.02,Greg LeMond,178.0,Bernard_Hinault.jpeg,Eric_Vanderaerden.jpeg,Greg_LeMond.jpeg,Andrew_Hampsten.jpeg
73,1987,Stephen Roche,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Flag_of_Ireland.svg/20px-Flag_of_Ireland.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Stephen_ROCHE.jpg/260px-Stephen_ROCHE.jpg,https://fr.wikipedia.org/wiki/Stephen_Roche,Luis Herrera,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/20px-Flag_of_Colombia.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Luis_Herrera.jpg/260px-Luis_Herrera.jpg,https://fr.wikipedia.org/wiki/Luis_Herrera,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/20px-Flag_of_the_Netherlands.svg.png,Jean-Paul van Poppel,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Jean-Paul_van_Poppel.jpg/260px-Jean-Paul_van_Poppel.jpg,https://fr.wikipedia.org/wiki/Jean-Paul_van_Poppel,https://fr.wikipedia.org/wiki/Tour_de_France_1987,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Mexico.svg/20px-Flag_of_Mexico.svg.png,Raúl Alcalá,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Raul_ALCALA.jpg/260px-Raul_ALCALA.jpg,https://fr.wikipedia.org/wiki/Ra%C3%BAl_Alcal%C3%A1,,Carrera,4231.0,25.0,36.645,Stephen Roche,169.24,Luis_Herrera.jpeg,Jean-Paul_van_Poppel.jpeg,Stephen_Roche.jpeg,Raul_Alcala.jpeg
